datetime,avg_predicted_util,avg_tariff_inr,avg_actual_util
2022-07-17 20:00:00,0.2930784654516999,0.2930784654516999,14.462090226230861
2022-07-17 21:00:00,0.29952782184842097,0.29952782184842097,14.482611186966038
2022-07-17 22:00:00,0.30783268399037245,0.30783268399037245,14.498334857976907
2022-07-17 23:00:00,0.33275034274095927,0.33275034274095927,14.563126413814281
2022-07-18 00:00:00,0.3385052107155344,0.3385052107155344,14.567731877164887
2022-07-18 01:00:00,0.3325997332084241,0.3325997332084241,14.549258777610978
2022-07-18 02:00:00,0.3265570093380181,0.3265570093380181,14.54322943992528
2022-07-18 03:00:00,0.32383763854469283,0.32383763854469283,14.537649041454786
2022-07-18 04:00:00,0.32719901483442104,0.32719901483442104,14.5409880192303
2022-07-18 05:00:00,0.3332112384636989,0.3332112384636989,14.547438263232204
2022-07-18 06:00:00,0.30507748193104467,0.30507748193104467,14.494443551239428
2022-07-18 07:00:00,0.26200742523843434,0.26200742523843434,14.42722789968484
2022-07-18 08:00:00,0.24873304446323574,0.24873304446323574,14.378600396089178
2022-07-18 09:00:00,0.2475250235518244,0.2475250235518244,14.38412061520459
2022-07-18 10:00:00,0.24974811704504735,0.24974811704504735,14.368275044031074
2022-07-18 11:00:00,0.2679612890833008,0.2679612890833008,14.426045159038052
2022-07-18 12:00:00,0.2747905315463261,0.2747905315463261,14.42703759388678
2022-07-18 13:00:00,0.25710780560456137,0.25710780560456137,14.388243761484151
2022-07-18 14:00:00,0.24059251545340374,0.24059251545340374,14.351259055478272
2022-07-18 15:00:00,0.23826025382304036,0.23826025382304036,14.343016814784109
2022-07-18 16:00:00,0.24112615676588225,0.24112615676588225,14.33997489334823
2022-07-18 17:00:00,0.250460220481615,0.250460220481615,14.388953400316552
2022-07-18 18:00:00,0.28090789667877564,0.28090789667877564,14.450393131569614
2022-07-18 19:00:00,0.3025855916456718,0.3025855916456718,14.487509286607258
2022-07-18 20:00:00,0.3131664768699647,0.3131664768699647,14.491734549076044
2022-07-18 21:00:00,0.31541030374456547,0.31541030374456547,14.498796627097704
2022-07-18 22:00:00,0.3201620139056613,0.3201620139056613,14.505754333591202
